title,story_points
labela want check license plate exists summit,20
user want able register vin number,20
porsche24 want notified duplicated registration happened,20
user want notified porsche already registered user,20
user want notified porsche already registered user,10
user want see error msg licensee plate exist,05
user want able confirm tc filled information created account,10
user want see confirmation screen delete last porsche user able use app,10
user want see confirmation screen deleting porsche,10
user want able add prefered dealer per porsche,20
user want able add prefered dealer per porsche,10
user want able confirm list porsches,05
user want able delete porsche check achtung,30
user want able see list porsches layout,50
labela want create api call retrieve list cars specific user,20
labela want create api call retrieve list cars specific user,10
user want see error email confirmed,05
user want see error email confirmed,10
user want request new confirmation email popup discuss achtung,10
user want able check email confirmation status,10
user want see please confirm email screen status inactive global,10
user want see registration confirmation screen ignore back button,10
labela want check first name lastname validation pon personal details button press,10
backend labela want look address based postal house number,30
label want connect json api iwelcome,50
labela want connect soap xml api summit,80
labela want tot create reusable popup,30
user want able provide address information validate postal add box number belgium,05
user want able provide address information validate postal add box number belgium,10
user want able provide address information validate postal add box number belgium,20
labea want generate initials prefill user provided first name initials empty,10
user want able fill personal details change layout,05
user want data prefilled registration screen used activation key,10
user want data pre filled registration screen used activation key,20
user want want feedback password validation green check mark,05
labela want able validate password,10
labela want able validate password,05
user want able create account email password,30
mobile labela start filing activation code skip button changes activate state,05
user want able see activation screen build layout,10
user want able skip activation screen,05
user want check activation key valid,20
user want check activation key valid backend call implementation,10
user want check activation key valid,05
user want redirected activation screen email link pre filled activation code,10
user want redirected activation screen email link prefilled activation code,10
labela want create reusable confirmation screen,20
labela want restrict access app based users status inside jwt token,30
labela want keep track user status within jwt token,20
labela want provide app error codes,20
user want see password reset confirm screen,05
user want able reset password iwelcome,20
labela want connect social account summit account,05
label want remove explore button,05
user want see porsche24 branded page background image,05
user want able go login page via tapping button last onboarding screen,05
user want see onboarding first app launch,05
user want able skip onboarding en redirected main login screen,05
user ant able slide across onboarding pages crate viewpager,10
user want see static content onboarding contain images text create viewmodels,05
fix hasticket login single eventusecase,05
porsche24 want sent automated push message day event wish users fun day,20
porsche24 want sent automated push message x days event remind users upcoming event,10
porsche24 want sent automated push message x days event remind users checklist available,50
porsche24 want able sent push messages email notification users sent event update,50
label want monitor gts api make sure routes still viewable backend gts api,05
label want update routes every 24 hours make sure uptodate gts api,50
label want cache routes backend differ much original gts api,80
porsche24 want able create external ticket driving club events events,20
user detail view want see gallery several images detail,10
user want see highlighted quote route description,05
user detail view want see large description route detail,30
user detail view want able download pdf version special porsche24 route detail,30
user want see detail view route detail,20
label want store location route name custom field db,30
user want see long amount kms route overview,10
user want see list highlighted porsche24 routes,20
user want see overview categories represented cover image category,30
user want see notification app receive push message app open event update user scroll event updates within event sees event update,20
user app closed click push message want see right content right away showing event,50
label want save users push token de backend,50
user want able navigate external ticket provider via buy tickets button,05
user want see ticket provided external party ticket overview,20
user want see event detail page ticket provided via external link,10
user detail view want able open gts app drive route detail,10
porsche24 detail view want show legal notice detail,05
user detail view want see made route detail,05
user detail view want see long hours route take detail,05
user detail view want see best time drive route detail,05
user want able view gallery images full size,50
user detail view want see gallery several images detail,50
user want see highlighted quote route description,20
user detail view want see large description route detail,10
porsche24 detail view want show image route detail,05
user want able navigate start route using google maps maps app based availability,10
user detail view want see long route detail,20
user want able navigate route detail clicking route,10
user want swipe different lists porsche24 gts routes per category always scroll top,30
user want see list gts routes,50
user want see list highlighted porsche24 routes,30
user want open category tapping cover image,80
event update user scroll event updates within event sees event update,10
user want see notification app receive push message app open,50
user app closed click push message want see right content right away showing event,80
user want able navigate external ticket provider via buy tickets button,10
user want able navigate start route using google maps apple maps based availability,10
user detail view want see title long route start location,10
user want able navigate route detail clicking route,20
user want swipe different lists porsche24 gts routes per category,30
user want open category tapping cover image,50
user want see overview categories represented cover image,30
user want unique id tickets,30
user want filter event bought tickets,30
user want able see bought tickets,30
dealer want keep track attending users bought tickets,30
user want able pay tickets,50
user want see special requirements ticket,30
user want see per ticket many remaining,50
user want able see overview tickets,30
user want see event updates event detail view,30
user want see contact information long description,20
user want see information available tickets,30
user want see detail page event basic informatio,20
user want list event includes favorite attending events,30
user want list events visit via dealers pon events,40
user want see terms conditions event,20
user want see checklist ticket,30
user want see ticket name description barcode,20
user want see purchase tickets event,20
user want add event calendar,10
user want able add phone calendar,15
user want see payment failed,10
user want see confirmation payment succedeed,20
user want redirected payment provider complete payment,10
user want able fill additional information applicable,30
user want fill additional info applicable event,60
user want able deny special requirements,05
user want able accept special requirements,05
user want able acceptdecline special requirements,05
user want see contact details event event special requirements,20
user want see contact details event questions special requirements,20
user want see special requirement applicable event,40
user want see special requirements applicable,30
user want continue payment selected tickets,05
user want continue payment tickets,05
user want see total amount selected tickets,10
user want see total amount selected tickets,05
user want add ticket purchase list,30
user want add ticket cart,15
user want see ticket view title price description add button amount added tickets,40
user want see ticket view price type ticket,10
user want see ticket types market disabled,10
user want able see tickets disabled,05
user want able see ticket types event,20
user want see possible ticket types,30
user want navigate ticket purchase screen particular event,05
user want able navigate ticket purchases selected event,05
user want able able share event link default share apps get ticket,10
user want able share event link default share apps,20
user want able see details event,60
user want able see active filter options search bar,30
user want see active filter options,40
user want able search event using filter options,40
user want able see filter options tapping search bar,60
user want able search based filter options,20
user want able see filter options,40
create functionality mark event favorite,30
user want able mark event event,20
user want see event items list,40
user want see empty status events,10
create switch implementation events,15
user want switch events events,10
user want see able see overview events,20
user want see able see overview events,20
layout profile toolbar disapear scrolling,10
use want see update bought tickets,30
user want see tab bar navigation,20
user want add signature ticket legal,50
dealer want able save ticket publish,40
dealer want able publish event,10
user want add event updates would embeded content external links facebook live eg,50
generate sharable link eventpages redirect app phone app phone frontend page desktop,50
dealer want add note users profile updates profile,50
dealer want add custom tags specific user,30
dealer want able add specific text invite,50
dealer want able add specific text invite,10
dealer employee want able edit delete event update,20
dealer employee want able see list existing event updates,30
dealer employee want able create event update consists picture andor text,30
dealer employee want able invite porsche driver per ticket,50
dealer employee want able save event draft,05
dealer employee want able say many tickets available per ticket,05
dealer employee want able delete ticket list tickets creating event,10
dealer employee want able see list tickets creating event,20
dealer employee want able create tickets checklists shown certain time,05
dealer employee want able create tickets checklist shown buying ticket,30
dealer employee want able create tickets specific user group,30
dealer employee want able create multiple tickets,50
dealer employee want see past events,10
dealer employee want see upcomming events,50
dealer employees must able createinvite new porsche24 profile porsche driver system yet,30
user must able reset password forgotten,10
user must see message something goes wrong login process,05
user login using credentials username password access personal dashboard granted,20
user must able see detailed driver information selecting one search results,30
user must see message something goes wrong saving event image ticket,20
dealer must see confirmation event successfully added,30
user porsche netherlands user newly created event available porsche drivers selection thereof,05
dealer employee want able edit delete event update,30
dealer employee want able see updates event,10
dealer employee want able see list existing event updates,50
dealer employee want able create event update consists one multiple pictures andor text,50
dealer employee want able invite porsche driver per ticket,20
dealer employee want able navigate event detail screen,20
dealer employee want able navigate event editting,30
dealer employee want able navigate dashboard,20
dealer employee want able save event draft,10
dealer employee want able say many tickets available per ticket,10
dealer employee want able delete ticket list tickets creating event,20
dealer employee want able see list tickets creating event,30
dealer employee want able create tickets checklist shown buying ticket,50
dealer employee want able create multiple tickets,20
user must see realtime overview number users buy ticket segmenting specific ticket,30
user want feedback validation every radio select,20
user want feedback validation every dropdown form,30
user want feedback validation every checkbox form,20
user want feedback validation every input type text field fill,80
dealer employees must able createinvite new porsche24 profile porsche driver system yet,20
dealer employees must able access profile information personal car allowed see,05
dealer employees must able quickly access specific porsche drivers profile,20
user must able reset password forgotten,30
user must redirected personal dashboard successful login,05
user login using credentials username password access personal dashboard granted,80
user must see message something goes wrong process searching,05
user must able refine search start new search,05
user must able see detailed driver information selecting one search results,50
results search query displayed easy scan format,50
dealer must able search customers using different search criteria,50
error message shown search cant produce results,10
dealer must see realtime number drivers joining interested pending waiting list event overview,80
user dealer user able search within client base connected dealership,10
user porsche nederland user must able search complete database,20
dealer must able create overview porsche drivers,50
user must see message something goes wrong saving event image ticket,30
user must see confirmation event successfully added,30
user forgets fill one fields notified clear message indication submitting form,10
user dealer user newly created event available porsche drivers,20
user must able easily enter create event flow,20
backend create request provide car details based vin number,40
backend create endpoint car deletion,10
backend create call provide list porsche dealers,40
backend api registering facebooklinkedin,10
payment within porsche24 platform p24 events,80
bring people together reach goals bucketlist,80
show reminder participation event porsche driver,80
porsche drivers communicate directly porsche andor dealers,30
guaranteeing privacy porsche driver,50
desktop design popup confirm deleting comment,05
desktop design field add new comment,10
desktop design replies reply comment option,10
desktop design button write response paper,20
mobile design popup confirm deleting comment,05
mobile design replies reply comment option,10
fe enable user delete comment confirming action,10
add comment count document list endpoint,10
fe enable user edit existing comment,20
fe enable user reply existing comments,20
link position paper response paper,80
fe create react component showshandles voting,30
change get document list call handle votes,20
change get single document call handle votes,30
change data model account user document votes,50
fe show warning closing unsaved draftpublished document,20
fe link author info editor api,05
fe publish paper update header accordingly,20
fe implement hide read filter dashboard,10
implement hide read filter dashboard,20
fe put papers premade grid size relate actual relevancy level,80
fe link get papers call dashboard,50
link get papers call dashboard,20
fe save acceptance terms service last step onboarding,10
save acceptance terms service last step onboarding,05
fe save user locations third form page onboarding,30
save user locations third form page onboarding,05
fe save user departments second form page onboarding,30
save user departments second form page onboarding,10
fe save user info first form page onboarding,30
save user info first form page onboarding,30
link first confirmation step onboarding api,05
fe link first confirmation step onboarding api,20
fe return corresponding frontend route unsuccessful oauth login,50
return corresponding frontend route unsuccessful oauth login,30
desktop option define paper type creating new paper,15
desktop design social blocks dashboard stage entertainment meeting,15
change minus button menu delete,20
make distinction button section type button,20
make filter toggle toggling readunread,20
create page accepting terms conditions,20
create page initialising account info,50
filter endpoint filter documents current user,50
link author creatingediting document,30
desktop loginsign design sign screen based domain,05
mobile loginsign design sign screen based domain,05
desktop design profile settings screen edit profile information,10
desktop design profile information profile page,05
desktop general design profile setup screen,15
desktop general design terms service screen,10
desktop loginsign design join polder screen,20
desktop general design general template account screens,10
desktop design form styles components needed account add gui kit,15
mobile design profile settings screen edit profile information,10
mobile design profile information profile page,05
desktop design profile overlay top bar navigation,05
mobile general design profile setup screen,15
mobile general design terms service screen,10
mobile loginsign design join polder screen,20
mobile design form styles components needed account add gui kit,15
mobile general design general template account screens,10
flow create flow find polder,15
design section options delete section section type selector,05
keep track user metadata per document read relevance etc,30
companylevel domain verification google registrations personlabelanl,30
show user information user started typing,20
disable desktop grid positioning mobile,30
desktop target departmentspersons per section position papers,05
make grid scroll mouse edges,80
desktop target departmentspersons paper,05
create grid item show moreless info based size,50
configure medium editor buttons headings paragraphs according designs,30
keep track blocks together type introduction section conclusion,20
show placeholders based external config,50
clean gui kit create mobile version,15
mobile design mobile view papers,10
design general navigation platform,10
design general navigation platform,15
dashboard design blocks articles,20
dashboard design blocks articles,20
dashboard design overall ui dashboard,20
dashboard design overall ui dashboard,20
security add https ssltls connection ams backend,05
security backend website update jquery version,20
security update backend apache server higher stable version version 247 known vulnerabilities,20
huub want pages load fast dont wait,50
huub want see completed reservations see reservations ended paid,50
huub want able filter unpaid payments within uncompletedreservations view see users still pay,50
huub want see uncompleted reservations see reservations didnt end arent paid,50
huub want see planned reservations see reservation upcoming,50
huub want see reservations view search emails reservations,80
huub want login use dashboard,50
user need aantal km default value 10 continue making reservation overlook aantal km button,10
user using button reservation screen want mijn beschikbare hubs open automatically dont click kies je hub button,20
user open app im logged want see registreren screen inloggen button see ph184 understand need register login use app,30
next want change order inloggen registreren screens default user requested register already registered user choose login,20
next want hub access pushed greenwheels user book car within usergroup,50
next want available bikes picked randomly one bike constantly reserved,10
user want able extend active bike reservation,50
user want verification code prefilled clicked link dont remember,20
next want know error status order sent projaxion order changed,20
next want reservations 15 minutes apart user time return bike,20
next want know fleets belong hub know ecars show app,50
police user want able select hub leaving see bikes available hub,80
pilot police user dont want see payment adyenideal screens prices set prices 0 euro know im paying ofr usage,30
next want know fleets belong hub know ebikes show app,80
next want orders send projaxion invoices made,50
user want create gw reservation use car,10
user want edit gw reservation extend reservation,10
next want able add anonymous users dont see nawscreens app user registration flow,10
next want able add free usage users pay usage dont see price payment screens,10
next want able add bikeonly users dont see car activation screens references cars,50
next want user details name address etc stored exchanged projaxion invoicing greenwheels registration,30
huub want users start end car ride app always know invoice,30
next want unused bikereservations end automatically end reservation dont end high payment request,50
user want provide public transport card get access cars,20
next want use flow b tokens greenwheels user use ecars public greenwheels,50
user want see hourly rate know reservation cost,30
next want make sure information registration valid valid invoice made,30
next want make sure user doesnt open invoice user cant make another reservation without paying previous one,20
user want give location im searching find gw car location current,30
next want generic texts buttons mvo descriptions generic hub app,10
mind want retrieve reservations label enrich rides user data required shuttel classification invoicing,20
hub user want pay private rides immediately via ideal,50
user want able complete gwaccount registration hub registration still get account change mind,30
user want cancel upcoming gw reservation free others,10
user want change upcoming reservation change time transport,80
user want see available ecars hub know reserve,80
user want able see faqs find relevant information,20
user want see available gazelles know many left,50
user want see status gazelle know open closed,20
user want see availability public greenwheels cars location choose transport options,80
user want give permission gps know app uses location,20
user want open close reserved gazelle start using,30
user want see account information edit remove data,20
user want fill extra information greenwheels greenwheelsaccount,10
user want logout safely close account,05
user want see al different information pages easily see go,20
user want easy way find support page see run problems,20
user want make reservation office transport move clients,50
user want see detailed view past reservation see info,30
user want see detailed view planned reservation edit see info,30
user want see confirmation screen ended reservation know ended reservation,30
user want see active reservation know current state reservation,50
user want see past reservations know see transport used,30
user want see list upcoming reservations know transport upcoming period,30
user want see reservation complete know transportation,20
user want see screen relevant open app move quickly,30
user want see registration completed know everything went well,10
user want provide password login use app,10
user want fill code validate email continue registration,20
user want fill email receive validation code register app,20
user want able fill verification code new password login,30
user want see information app know app use,10
user want login make reservation app,30
user want fill extra information continue registration,30
pack want show intercom faq packnl users know find answers,10
employer dont want see total cost job summary im scared total amount,10
improve download app bar mobile intercom widget,05
employer want dont want able change job someone already hired ms wont break,10
employer want control email notifications per category choose emails receive,50
pack want receive right events back end set intercom,50
pack want finalize refer friend epic students know works,50
user want share job nice information get awareness job,05
user always want see privacy user policy,10
user want use intercom clear communication pack,20
user want correct navigation job overview view jobs easily,10
pack want register correct function function group ms selecting geen cao data correct complete,20
student want see compliments company received browsing jobs rockons context get better idea like work,30
improvement increase number recommended candidates 10 25 show verified students,05
student want see animation accepting job offer action gets positive vibe,10
student want see animation receive job offer delighted got,10
student want see animation submit application interaction less abrupt,30
student want control communication preferences per channel communication category choose notifications receive channel,80
employer want automatically verified sign publish vacancies via pack without showstoppers,20
employer want better timesheet email see details timesheet directly,30
employer want receive better email student accepts hire offer understand means next steps,30
employer want receive better email receive new inbox message directly see message,30
employer want receive better new applicant emails review application directly,30
student want receive email timesheet rejected know submit new one,10
improvement remove als role required experience app eg 01 jaar ervaring als promotiemedewerker become 01 jaar ervaring,10
employer want better way add job requirements dont accidentally continue without saving job requirements,30
employer want add people gave rockon favourites dont search old jobs,30
student dont want add id number accepting offer pack dont receives personal data dont need,20
employer want open job job succes screen share job via url,05
implement updated design total jobs found job list,05
ensure job related communication always uses company name specified job,10
student want see badge number unread messages pack app icon homescreen know many unread messages without opening app,30
employer want see pack sna certified visit website know pack awesome work,20
employer want guided right action candidates job filled faster,10
employer want view jobs web created employer dashboard share link network,10
user want see android ios download buttons footer im another type device know platforms available,10
student want see jobs got compliment job list see job received compliment,30
student want choose show entire detailed job history employers remain private ive worked,30
student want manage privacy settings control behaviour pack see,30
employer want see jobs student worked via pack get better understanding experience,50
improve primary hiring actions employers,30
user want dont want see dates mobile dont get overloaded information,20
user always want see sidebar job info web job detail page directly download app,30
student want know pack available amsterdam right,10
app improvement button loaders buttons load time impact performance,10
student want see bsn valid know entered valid bsn number uitzendovereenkomst,20
pack want add validated bsn number student contract uitzendovereenkomst,05
user want know job located know ill working,20
student want easily share personal invite link start earning referral bonuses,50
student want view pack job history see job rating overview,50
student app installed want deeplinked job app open url mobile apply directly,80
student want see per direct start date past know urgency doest look weird,20
pack want implement appsflyer know well marketing channels perform must haves,80
user want see navigation header job detail page navigate parts site,30
pack want implement intercom student app keep track student feedback,50
student want sign referral link web get nice bonus,30
student want get see succes state ive create account web know ive succesfully create account,30
employer want mark job cancelled annuleren job visible anymore,20
pack want measure page views employers google analytics track measure behaviour,20
improve favourite button according new design,10
student want sign via web download app signed,50
loader opdrachtbevestigingen list,20
pack want add extra column bootstrap doverloond keep track whos got paid,20
employer want see number jobs applicant worked via pack,10
student want get notified earn referral bonus know earned,10
hide geen jobs worked via pack block viewing student profile,05
employer want update public company name creating account vacancies look fresh,20
student want see correct statuses jobs applications always clear,50
reopt push notifications settings,05
student want know person im chatting know role company,20
student want get introduction app open first time understand benefits works,30
pack want track job detail pages viewed measure learn,20
pack want implement intercom keep track client feedback,20
gebruikersvoorwaarden algemene voorwaarden offer modal,05
student want sort jobs recently added see freshest jobs pack,20
student want sort jobs start date find jobs start soonest,20
student want sort jobs highest uurloon find jobs pay,20
employee want reset password via web,20
student want get paid meet referral criteria earn due bonus,50
student want see overview referral bonuses know much ive earned,80
student first want select categorybranch adding past experience list functions becomes easier browse,20
employer want clearly see edit job role company name creating job customise brand looks,10
student want able edit remove education,20
employer want get error message try create eenmalig job past im corrected making mistake,10
employer want remove verification blocker longer mandatory,10
student want learn packs referral program timesheets verdiensten earn money work friends,20
student want know finer details referral bonuses know exactly works,05
student want see many people worked company reviews context,20
employer want see good looking contract preview know part platform,30
check new screens screen names firebase analytics,10
employer want see completed jobs separate list overview past jobs,20
employer want jobs automatically marked complete pass end date removed app,80
student want able skip id steps application flow continue job application,30
employer want preview contract sign,30
student want see preview contract sign know im getting,30
fix duplicate branches functions implementing uptodate function list,50
student want able sign contract previously generated dont regenerate contract,20
employer want blocked reducing amount open positions job creation open offers reject candidates offer dont want,10
employer want applicants notified revoke offer know whatsup,20
employer want able revoke unsigned offer case sent offer mistake want make offer someone else,30
employer want able reinvite rejected applicant apply case change mind rejected mistake,20
employer want send much offers open positions dont accidentally hire people need,20
employer want see applicants declinedrejected offer always full overview candidates,30
employer want see applicants rejected overview past applicants actions,30
research security sharing login data across subdomains,30
user want see company rated know good place work,10
mobile rework past experience empty state,20
students want see total number jobs worked profile keep track pack experience,10
employer want applicants notified job becomes complete theyre aware,30
employer want applicants notified mark job full theyre aware,20
employer want applicants notified unpublish job theyre aware,20
user want see apply job via app start application process,20
user want see payment summary job know much ill earn,20
user want see full time date overview whole job know exactly days times ill need work,30
employer want choice exit without saving save exit close save job seamlessly,20
employer want want reminded closing job without saving ive actually made changes dont get bothered unneceserrily,20
user want see employers details job details page read information employer,10
user want see sollicitatieproces job detail page know expect apply job,10
user want see de vereisten job job detail page know requirements ive meet apply,10
user want see job description job detail page read information job,10
user want see type job eenmaligwekelijks etc beginend date job detail page roughly work,10
user want see job title employer name pictures job detail page know kind job employer im looking,10
user want see pictures top job detail page get good impression job,50
user want able click jobs job overview see job details,10
employer want mark job complete close end job,80
employer want mark job full stop receiving applications ive filled positions elsewhere,50
employer want able delete concept job clean job dashboard,20
employer want unpublish job one hired yet take offline,50
employer want see job status labels im reassured jobs current status,20
user want see overview jobs available get good impression pack offer,30
user want see details jobs available click explore,30
visitor want able browse vacancies packnl site one click away get curious downloading app,10
employer want see name name company account belongs header instellingen menu naming makes sense,10
pack want see tou privacy policy settings overview screen im legally compliant,05
student want leave email adress receive link download app,20
student want download app apply job,10
student want see description job know,05
student want see picture job get good sense job,30
student want see details job know job apply,20
employer want choose automatische incasso pay way,10
pack want see usable screen names know user navigates app,30
student want upload id document legally work,50
backend upload id document mysolution,30
backend generate contract mysolution,50
backend submit key student information mysolution,30
student want see disclaimer hourly rate accepting job offer know final amount getting,05
student want see disclaimer hourly rate applying job know final amount getting,05
employer want spelling check vacancy description screen dont make typos,05
employer want see feedback signing contract offer students get work,10
pack want verifiy companys employee start publishing jobs,20
pack want verifiy signed contract employer specific job application system send offer student,50
employer want know expect hiring student know,30
employer want notified im verified job creation know cant publish jobs,30
employer want notified im verified know cant publish jobs,30
student want know expect accepted job know get work,20
pack want change status student hired student work,80
student want indicate legally allowed work netherlands continue application,20
student want sign contract accept job offer legally work,30
student want accept job offer go work,80
student want answer stipp question get awesome pension,05
student want supply bsn number passport,05
student want select type id document going use,05
student want able change street city wrongly prefilled,20
student want know im compliant opvolgend werkgeverschap able apply job,20
student want able apply job apply job,50
student want see contracts settings know contracts signed,30
student want see sorry screen got offer id wasnt checked yet know cant accept offer,20
employer would want know student want send offer verified pack,10
student want know contract generated know cannot sign ready,30
student want see risks associated job im fully aware,20
pack want receive email id needs checked make appointment student,10
pack want approve students id id checked student accept job offers,20
student always want option apply loonheffingskorting pack signing job contract always option change,30
student want add passport expiry date legally go work,20
student want add passport number legally go work,20
student want able reset password forgot password,50
student want cancel contract personal data removed,20
employer want know page trying open doesnt exist get back another page platform,30
add illustrations animations job published page job dashboard first job page,30
add svg illustrations pages registration steps,20
employer want sign contract offer students get work,50
employer want see details contract see contracts take action,05
employer want see overview contracts signed know contracts signed,05
add privacy statement algemene voorwaarden en tou,05
bootstrapped view database production,30
employer want receive key emails im always date,50
employer want upload rie one im legally compliant,30
employer want see edit basic personal settings update information,50
employer tell im rejecting time sheet since student right know,10
employer want select least one job picture know job look good,20
employer want select student favourite student detail profile favourite student well,30
student want edit email phone number update,20
employer want submit rie compliant law know im actually compliant,20
visitor want know cities pack available know pack something,30
employee want know download apps apply job,10
employer dont want edit job type possible,20
visitor want read detailed information tc privacy policy know trust pack,10
able click students name timesheet pull profile,20
pack want receive email employer signed contract know generate contract student,10
reoptin push notifications key flows,30
ios user want see message count badge tabbar whereever app im always aware new inbox messages,10
student want see empty state filter doesnt find job,10
student want job status updated job detail page easily see status job take action,20
employer dont want see betalingen since going active,05
employer want add profile picture student knows heshe dealing,30
employer dont want see settings empty use,05
employer want change job type duplicated job tailor preferences,20
employer want add custom role job tailor preferences,20
employer want add risks associate job student informed accepting job,10
pack want manage content privacy policy andor terms use one place align everywhere,30
visitor want confirmed contact pack page kow im right place,30
visitor want see contact options pack pick preferred option,20
chrome android browser color purple,05
mobile menu close pressing next,10
student want see bank account details know ive entered correctly,20
student want submit payout preferences get paid want,20
student want add feedback review employer pack use information create better service,20
student want add compliment rating rate rockon share option,50
student want know profile picture uploading know nothing wrong,30
student want see amount jobs worked pack reflect profile,30
student want see compliments profile know companies think,50
employer want see list fulfilled jobs know positions filled job,20
employer want see single fulfilled job know job,10
employer want know enter payment details creating new job publish job,30
employer want see compliments student received know rated highly,30
student want get message im rejected know im rejected,10
student dont want click branche filter since working,05
employer want agree terms publish job actually publish job,10
employer want see selected cao bruto uurloon know correct publishing,05
employer want see amount amazing rating student assess student,10
employer want leave improvement suggestion student knows heshe could improve upon,10
employer want select compliments give student rock rating student feel good performance,50
employer want give rating student others use information,50
employer want tell location job student knows heshe working,30
employer want seemlessly enter payment details creating first job dont restart flow,50
employer want see full cost indication know much job might cost publish,20
employer want confirm basic setup job im sure correct publish,10
employer want confirm conditions employment correct im legally safe publish job,20
employer want see summary conditions employment know conditions,30
employer want see cost estimate entering bruto uurloon know ill actually paying per hour,20
employer want enter bruto uurloon job specify employee earn,50
employer want select salaristrede selected cao specifiy level responsibility,10
employer want select salarischaal cao determine right salary employees,20
employer want select cao option legally continue setting salary job,50
employer want select predefined set reasons rejecting student know im legally compliant,30
pack want track site able get certain insight site performs visitors behave,05
student want submit bsn apply loonheffingskorting,20
student want know passport id uploading know nothing wrong,20
student want tell whether already worked uitzendbureau six months get higher pension rate,10
student want see risks applying job decide want job,20
student want know create account im confinced start creating account,10
employer want create account start creating account,10
pack want able adjust social media meta tags control url shared,20
visitor want nice 404 500 page dont see ugly error page,20
visitor want see summary information footer,20
visitor want see employers offer jobs pack im reassured pack credible platform,20
visitor want see overview jobs available pack im reassured pack credible platform,30
visitor want decide continue student employer page get information relevant,20
visitor want instantly know pack would relevant get convinced pack suit needs,30
employer want login enter personal environment,05
employer want able create account start posting jobs,10
employer want see reasons hire student pack instance im convinced create account,10
student want see reasons want work pack instance im convinced quickly download app,50
visitor want easiliy navigate student page employer page landingpage get relevant information,50
student want key questions answered convinced download app,30
student want download app andriod ios start searching jobs,10
student want see summary key usps pack get convinced download app,20
student want get information flexiblitiy jobs get convinced download app,50
student want see successfully saved personal user data im sure saved,10
student want see address information company know get work,10
employer want get favourite students recommend list top,30
student want opt push notifications stay updated jobs,10
student want submit phone number pack contact,20
student want submit place birth legally work,10
student employer want submit actiecode pack landingpage change getting affiliate fee,20
student want see loonhefftings details check,20
student want see address details work legally,30
student want see contact details check submitted correctly signup,10
employer want easily navigate salary screen within job creation flow submit information,10
employer want indicate like student student show favourite,30
employer want submit bank account details pay direct debit,30
employer want select achteraf betalen pay achteraf,20
employer want select automatische incasso pay automatische incasso,20
employer want select payment frequency invoiced according preference,20
employer want add factuur adres invoice directed right address,30
student want choose whether want enable notifications get notified want,10
student want takeselect new picture dont like current one,10
student want filter based branche select branche like,50
student want see past rating company assess want work,10
student want rate employer others use information,30
student want start rating employer others use information,50
student want see rockons profile know companies think,10
student want receive notifications key moments process im updated necessary,80
student want avoid part opvolgend werkgeverschap know work platform,30
student want tell whether im 18 years older know allowed use platform,20
student want select want apply loonheffingskorting choice get loonheffingskorting,10
student want see personal details check submitted correctly signup,20
student want submit address details contract,30
student want see already uploaded id document know later,30
student want see overview setting options know settings choose,20
student want take picture front flipside id know frontside uploaded,30
student want take picture pasport know upload pasport,30
student want choose either upload id pasport document know legally work,10
student want see details subbmitted timesheet know submitted,20
student want see note timesheet see note,20
student want select long break get paid hours actually worked,20
employer want see interview process submitting job check correct,10
employer want open student profile inbox quickly assess student,20
student want see job details timesheet see job submitted timesheet,20
employer want see notitie student together timesheet take consideration acceptingrejection,10
student want able navigate easily jobs verdiensten view tabs quickly,20
student want see havent made money yet hired job know didnt make money,30
